# f_hz  Omega_gw
4.432353323609876423e-13 1.066690469606899243e-20
4.688123678714909249e-13 1.669361222780476782e-20
4.958653343327624122e-13 2.610244213411991135e-20
5.244794008086889654e-13 4.077472384035965180e-20
5.547446510710180237e-13 6.363001822016880160e-20
5.867563672041294293e-13 9.919297407520877573e-20
6.206153295753226313e-13 1.544668182117975559e-19
6.564281341149724568e-13 2.402772764541522915e-19
6.943075279054435098e-13 3.733318193977121653e-19
7.343727641352670141e-13 5.793764342619675147e-19
7.767499775360629384e-13 8.980297033828927320e-19
8.215725814841664079e-13 1.390117755616804069e-18
8.689816880171321383e-13 2.148887590095354973e-18
9.191265520874217494e-13 3.316963252210376299e-18
9.721650414518937966e-13 5.111966305597757328e-18
1.028264133676416454e-12 7.865241728163873680e-18
1.087600441820278694e-12 1.207972503975915264e-17
1.150360770455408121e-12 1.851637110966023991e-17
1.216742703770834762e-12 2.832368797185288460e-17
1.286955227613917465e-12 4.322721070981185210e-17
1.361219387426656968e-12 6.581175265253616214e-17
1.439768984148431628e-12 9.993241238421338830e-17
1.522851310276020384e-12 1.513111304371688717e-16
1.610727928398205740e-12 2.284025218663592252e-16
1.703675494655959560e-12 3.436255193027899828e-16
1.801986629720663361e-12 5.151261494716811693e-16
1.905970840032404443e-12 7.692440832480506721e-16
2.015955492198603625e-12 1.143970333125999850e-15
2.132286843620659720e-12 1.693664522504506928e-15
2.255331132593198629e-12 2.495531186092619221e-15
2.385475731307859637e-12 3.658232563553014349e-15
2.523130365391528759e-12 5.333321929122972945e-15
2.668728403818414306e-12 7.730048913454916964e-15
2.822728223256907311e-12 1.113428243743717345e-14
2.985614651146509989e-12 1.593187519104873351e-14
3.157900492047976315e-12 2.263720186415799824e-14
3.340128142071977860e-12 3.192685529048406314e-14
3.532871296468858875e-12 4.467803252444391805e-14
3.736736755755460332e-12 6.201068911522724758e-14
3.952366336065003556e-12 8.533038435039273555e-14
4.180438889734351019e-12 1.163708541415043779e-13
4.421672442489894216e-12 1.572323796186370504e-13
4.676826453960421568e-12 2.104084160022642116e-13
4.946704208633608298e-12 2.788010455735289300e-13
5.232155344783409231e-12 3.657169336716535133e-13
5.534078529329998630e-12 4.748484703795392088e-13
5.853424287053365246e-12 6.102360618214850913e-13
6.191197993067578788e-12 7.762206231319130112e-13
6.548463037976676040e-12 9.773979879320640452e-13
6.926344175676993347e-12 1.218586911382792210e-12
7.326031064345373549e-12 1.504826183431213658e-12
7.748782011761266298e-12 1.841417075668781958e-12
8.195927936753909155e-12 2.234018262595251396e-12
8.668876559245855061e-12 2.688800220739993332e-12
9.169116832084513358e-12 3.212652827149976165e-12
9.698223628613962517e-12 3.813433574512158806e-12
1.025786270074422912e-11 4.500244702384498067e-12
1.084979592312807346e-11 5.283722161521613824e-12
1.147588683995403614e-11 6.176326048629141540e-12
1.213810653181962218e-11 7.192627208613735669e-12
1.283853982115352356e-11 8.349591992251128039e-12
1.357939183572448570e-11 9.666872292497072492e-12
1.436299495089870872e-11 1.116711113472093841e-11
1.519181613250328301e-11 1.287627487951728261e-11
1.606846470341105198e-11 1.482402385095917557e-11
1.699570055829926210e-11 1.704413186609343763e-11
1.797644285244354214e-11 1.957496394816809654e-11
