# k  Ps  Pt
6.638306360306579336e+03 1.636699409028444278e-08 9.229645924181580744e-12
6.989079443577237726e+03 2.115815538043195388e-08 9.229180812434048627e-12
7.358387639460765968e+03 2.717564577202662860e-08 9.228715335884353507e-12
7.747210357199111968e+03 3.471377426953146541e-08 9.228248034075747379e-12
8.156578758752575595e+03 4.413234713319481508e-08 9.227780519088523850e-12
8.587578493452261682e+03 5.587272738559706092e-08 9.227311106862520197e-12
9.041352577153587845e+03 7.048404063051822064e-08 9.226841255372307662e-12
9.519104423526427126e+03 8.863160434074457481e-08 9.226370581610791431e-12
1.002210103552092369e+04 1.111396337510652063e-07 9.225898846037036897e-12
1.055167636547256734e+04 1.390214394971978735e-07 9.225426221362551251e-12
1.110923485275812891e+04 1.735190610236701668e-07 9.224952873105672619e-12
1.169625514838358504e+04 2.161583189823773884e-07 9.224478407332911070e-12
1.231429403638227450e+04 2.688104108923998611e-07 9.224003558531071414e-12
1.296499056242260849e+04 3.337500300128920900e-07 9.223527821495074120e-12
1.365007038057459067e+04 4.138328894827100394e-07 9.223051096988956137e-12
1.437135032976243201e+04 5.124978436589652432e-07 9.222573753737715052e-12
1.513074325204093111e+04 6.339599831850266031e-07 9.222096007950578700e-12
1.593026306547261629e+04 7.834119075011968934e-07 9.221618155399318235e-12
1.677203010505980637e+04 9.672358324338303627e-07 9.221139465927553446e-12
1.765827674589545859e+04 1.193199969869743658e-06 9.220660054014302303e-12
1.859135332344554627e+04 1.470831438385736975e-06 9.220180592257137850e-12
1.957373436666362613e+04 1.811771932670260133e-06 9.219701679861012234e-12
