# k  Ps  Pt
5.326363021843418011e+01 1.558708557035500369e-09 8.290995873140981199e-12
5.633723415472271512e+01 1.554936701155237333e-09 8.290672076705217322e-12
5.958820191541487077e+01 1.551169569140200014e-09 8.290348556516264396e-12
6.302676836709070329e+01 1.547406786339714731e-09 8.290023244397069613e-12
6.666375898433163627e+01 1.543648524013144666e-09 8.289697092099348412e-12
7.051062393104550097e+01 1.539894942295170009e-09 8.289370955399561996e-12
7.457947410847137348e+01 1.536145849706870595e-09 8.289043799931416874e-12
7.888311928335079415e+01 1.532401305183500842e-09 8.288715919214492724e-12
8.343510841630541108e+01 1.528661104161323266e-09 8.288386201859534545e-12
8.824977231738255057e+01 1.524925656016957359e-09 8.288056901053394270e-12
9.334226876306017573e+01 1.521194689018407931e-09 8.287726504475871736e-12
9.872863021675152595e+01 1.517468244156735969e-09 8.287395263262547130e-12
1.044258143030431114e+02 1.513746332314100069e-09 8.287063196737810358e-12
1.104517571945749950e+02 1.510028990592034314e-09 8.286730524533113162e-12
1.168254300796375276e+02 1.506316097547743688e-09 8.286396561918448355e-12
1.235668988882562331e+02 1.502607699690425108e-09 8.286061582531095004e-12
1.306973874648021479e+02 1.498903978262624801e-09 8.285726567689572140e-12
1.382393443860075308e+02 1.495204733314608197e-09 8.285390420348484265e-12
1.462165136347477414e+02 1.491510070565394547e-09 8.285053729452238106e-12
1.546540093520901280e+02 1.487819836744805077e-09 8.284715615166648294e-12
1.635783949029434154e+02 1.484134142149187863e-09 8.284376689615972832e-12
1.730177665042320712e+02 1.480453128154831033e-09 8.284037764739785612e-12
1.830018416788755360e+02 1.476776539541974208e-09 8.283697389052033208e-12
1.935620528140447334e+02 1.473104382834611558e-09 8.283355564784481223e-12
2.047316461182471699e+02 1.469436920597318675e-09 8.283013851643826854e-12
2.165457862887774638e+02 1.465773957834080771e-09 8.282671089652326083e-12
2.290416672190544602e+02 1.462115539813207623e-09 8.282327523291747327e-12
2.422586290943817176e+02 1.458461650916786664e-09 8.281983077218294409e-12
2.562382822447719946e+02 1.454812219797228076e-09 8.281637323075278660e-12
2.710246381447635713e+02 1.451167377402012821e-09 8.281291038249329043e-12
2.866642479726460238e+02 1.447527079917669974e-09 8.280943941333150419e-12
3.032063491653089500e+02 1.443891296392254308e-09 8.280595864937591921e-12
3.207030204301156573e+02 1.440260126126036198e-09 8.280247383502464392e-12
3.392093457018106619e+02 1.436633385083146659e-09 8.279897411618614430e-12
3.587835875606403988e+02 1.433011198197587680e-09 8.279546660413599158e-12
3.794873706576559584e+02 1.429393507808300062e-09 8.279194818370039897e-12
4.013858757246552500e+02 1.425780452597738950e-09 8.278842676589498048e-12
4.245480447795706596e+02 1.422171921614944346e-09 8.278489590726518512e-12
4.490467981733352758e+02 1.418567844359842865e-09 8.278135136221108621e-12
4.749592641615369644e+02 1.414968322578836980e-09 8.277779904839567836e-12
5.023670217236260100e+02 1.411373355883776943e-09 8.277423889588187474e-12
5.313563573941205505e+02 1.407783055099560011e-09 8.277067775226741917e-12
5.620185369143817979e+02 1.404197144366895781e-09 8.276709872502910669e-12
