# f_hz  Omega_gw
2.486593115056285926e-06 1.398431237228732814e-23
2.630083417792145117e-06 1.390103062189546201e-23
2.781853911949173889e-06 1.381811442369476453e-23
2.942382410791851207e-06 1.373556293669813256e-23
3.112174300077136732e-06 1.365337532749955519e-23
3.291764129141198042e-06 1.357155073841662696e-23
3.481717293800717185e-06 1.349008831217221758e-23
3.682631816366970154e-06 1.340898718168739590e-23
3.895140228376806852e-06 1.332824647813958178e-23
4.119911561967409083e-06 1.324786533362224905e-23
4.357653456164799945e-06 1.316784285063276108e-23
4.609114384716794993e-06 1.308817812816249739e-23
4.875086012484390826e-06 1.300887025084545380e-23
5.156405687810083113e-06 1.292991833711703672e-23
5.453959078709755799e-06 1.285132148247290969e-23
5.768682961187543952e-06 1.277307878633556771e-23
6.101568168452045278e-06 1.269518931499353351e-23
6.453662710318759016e-06 1.261765214175962566e-23
6.826075072619458018e-06 1.254046633236291241e-23
7.219977707005843716e-06 1.246363095567396184e-23
7.636610722134649023e-06 1.238714505531706326e-23
8.077285787854118323e-06 1.231100768080039006e-23
8.543390264684459860e-06 1.223521788271819746e-23
9.036391571592050217e-06 1.215977469968636215e-23
